50000	0,16
100000	0,32
150000	0,49
200000	0,65
250000	0,82
300000	0,99
350000	1,18
400000	1,31
450000	1,48
500000	1,62
550000	1,8
600000	1,96
650000	2,11
700000	2,31
750000	2,43
800000	2,59
850000	2,79
900000	3,04
950000	3,16
1000000	3,34
